stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code,asw_node_id,asw_stop_id,zone_region_type
U18Z2,"Bazar",50.098709,14.671303,"B",,0,,0,,B,18,2,1
U19Z1P,"Belárie",50.013611,14.401881,"P",,0,,1,,A,19,1,1
U19Z2P,"Belárie",50.012962,14.401796,"P",,0,,1,,B,19,2,1
U19Z11P,"Belárie",50.013126,14.397527,"P",,0,,2,,K,19,11,1
U20Z1P,"Královský letohrádek",50.094227,14.404998,"P",,0,,1,,A,20,1,1
U20Z2P,"Královský letohrádek",50.094265,14.404529,"P",,0,,1,,B,20,2,1
U21Z1P,"Sídliště Letňany",50.142757,14.506634,"P",,0,,0,,A,21,1,1
U21Z2P,"Sídliště Letňany",50.142586,14.506976,"P",,0,,0,,B,21,2,1
U22Z1P,"K Lipanům",50.015751,14.606434,"P",,0,,0,,A,22,1,1
U22Z1,"K Lipanům",50.015751,14.606434,"B",,0,,0,,A,22,1,1
U22Z2P,"K Lipanům",50.016083,14.606518,"P",,0,,0,,B,22,2,1
U22Z2,"K Lipanům",50.016083,14.606518,"B",,0,,0,,B,22,2,1
U23Z1P,"Benkova",50.037930,14.499097,"P",,0,,0,,A,23,1,1
U23Z2P,"Benkova",50.037834,14.499765,"P",,0,,0,,B,23,2,1
U24Z1P,"Na Beránku",49.997589,14.428676,"P",,0,,0,,A,24,1,1
U24Z1,"Na Beránku",49.997589,14.428676,"B",,0,,0,,A,24,1,1
U24Z2P,"Na Beránku",49.997833,14.429510,"P",,0,,0,,B,24,2,1
U24Z2,"Na Beránku",49.997833,14.429510,"B",,0,,0,,B,24,2,1
U25Z1P,"Bertramka",50.072231,14.393291,"P",,0,,1,,A,25,1,1
U25Z2P,"Bertramka",50.072239,14.392435,"P",,0,,1,,B,25,2,1
U26Z1P,"Betonárka",50.036713,14.574788,"P",,0,,0,,A,26,1,1
U26Z1,"Betonárka",50.036713,14.574788,"B",,0,,0,,A,26,1,1
U26Z2P,"Betonárka",50.036774,14.574768,"P",,0,,0,,B,26,2,1
U26Z2,"Betonárka",50.036774,14.574768,"B",,0,,0,,B,26,2,1
U27Z1P,"Sídliště Jinonice",50.051014,14.365167,"P",,0,,0,,A,27,1,1
U27Z2P,"Sídliště Jinonice",50.051109,14.366109,"P",,0,,0,,B,27,2,1
U28Z1P,"Běchovice",50.080860,14.617604,"P",,0,,0,,A,28,1,1
U28Z1,"Běchovice",50.080860,14.617604,"B",,0,,0,,A,28,1,1
U28Z2P,"Běchovice",50.081039,14.617267,"P",,0,,0,,B,28,2,1
U28Z2,"Běchovice",50.081039,14.617267,"B",,0,,0,,B,28,2,1
U28Z3P,"Běchovice",50.081627,14.616508,"P",,0,,0,,C,28,3,1
U28Z4P,"Běchovice",50.081306,14.616301,"P",,0,,0,,D,28,4,1
U29Z1P,"Bělocerkevská",50.072605,14.470299,"P",,0,,0,,A,29,1,1
U29Z2P,"Bělocerkevská",50.071182,14.470617,"P",,0,,0,,B,29,2,1
U29Z3P,"Bělocerkevská",50.071896,14.470080,"P",,0,,0,,C,29,3,1
U30Z1P,"Sídliště Horní Počernice",50.110989,14.613762,"P",,0,,0,,A,30,1,1
U30Z2P,"Sídliště Horní Počernice",50.111595,14.614560,"P",,0,,0,,B,30,2,1
U31Z5P,"Bílá Hora",50.075966,14.323617,"P",,0,,0,,E,31,5,1
U31Z12P,"Bílá Hora",50.076065,14.323646,"P",,0,,0,,J,31,12,1
U31Z15P,"Bílá Hora",50.074711,14.322537,"P",,0,,2,,K,31,15,1
U31Z16P,"Bílá Hora",50.074718,14.322295,"P",,0,,2,,I,31,16,1
U32Z1P,"Bílá labuť",50.090168,14.435472,"P",,0,,1,,A,32,1,1
U32Z2P,"Bílá labuť",50.090351,14.436262,"P",,0,,1,,B,32,2,1
U33Z1P,"Bílý Beránek",50.061199,14.310491,"P",,0,,0,,A,33,1,1
U33Z2P,"Bílý Beránek",50.061039,14.310207,"P",,0,,0,,B,33,2,1
U33Z3,"Bílý Beránek",50.061764,14.308831,"0",,0,,0,,C,33,3,1
U33Z4,"Bílý Beránek",50.061646,14.308852,"0",,0,,0,,D,33,4,1
U34Z1P,"Biskupcova",50.088543,14.468796,"P",,0,,1,,A,34,1,1
U34Z2P,"Biskupcova",50.089100,14.468635,"P",,0,,1,,B,34,2,1
U35Z1P,"Blatnická",50.064301,14.270500,"P",,0,,0,,A,35,1,1
U35Z1,"Blatnická",50.064301,14.270500,"B",,0,,0,,A,35,1,1
U35Z2P,"Blatnická",50.063950,14.270525,"P",,0,,0,,B,35,2,1
U35Z2,"Blatnická",50.063950,14.270525,"B",,0,,0,,B,35,2,1
U36Z1P,"Blatov",50.078587,14.646183,"P",,0,,0,,A,36,1,1
U36Z2P,"Blatov",50.078907,14.644800,"P",,0,,0,,B,36,2,1
U37Z1P,"Bohdalec",50.060551,14.469501,"P",,0,,0,,A,37,1,1
U37Z2P,"Bohdalec",50.060055,14.470104,"P",,0,,0,,B,37,2,1
U38Z2P,"Staré Bohnice",50.133312,14.415805,"P",,0,,0,,B,38,2,1
U38Z3P,"Staré Bohnice",50.133839,14.415883,"P",,0,,0,,C,38,3,1
U39Z1P,"Bojasova",50.132591,14.462464,"P",,0,,0,,A,39,1,1
U39Z2P,"Bojasova",50.132477,14.462762,"P",,0,,0,,B,39,2,1
U40Z1P,"Na Pískách",50.098957,14.369692,"P",,0,,1,,A,40,1,1
U40Z2P,"Na Pískách",50.099087,14.370345,"P",,0,,1,,B,40,2,1
U42Z1P,"Botanická zahrada",50.070499,14.419606,"P",,0,,1,,A,42,1,1
U42Z2P,"Botanická zahrada",50.071053,14.418922,"P",,0,,1,,B,42,2,1
U43Z1P,"Brechtova",50.035534,14.517246,"P",,0,,0,,A,43,1,1
U43Z2P,"Brechtova",50.035191,14.516258,"P",,0,,0,,B,43,2,1
U44Z1P,"Břevnovská",50.085663,14.365044,"P",,0,,0,,A,44,1,1
U44Z2P,"Břevnovská",50.085361,14.364766,"P",,0,,0,,B,44,2,1
U45Z1P,"Bruselská",50.073132,14.433302,"P",,0,,1,,A,45,1,1
U45Z2P,"Bruselská",50.072880,14.433224,"P",,0,,1,,B,45,2,1
U46Z1P,"Brusnice",50.092976,14.391733,"P",,0,,1,,A,46,1,1
U46Z2P,"Brusnice",50.093002,14.391259,"P",,0,,2,,B,46,2,1
U46Z3P,"Brusnice",50.093136,14.393169,"P",,0,,1,,C,46,3,1
U46Z4P,"Brusnice",50.093166,14.392697,"P",,0,,1,,D,46,4,1
U47Z1P,"Blatiny",50.065704,14.303621,"P",,0,,1,,A,47,1,1
U47Z2P,"Blatiny",50.065804,14.302096,"P",,0,,1,,B,47,2,1
U47Z3P,"Blatiny",50.065819,14.302350,"P",,0,,0,,C,47,3,1
U47Z4P,"Blatiny",50.065655,14.302533,"P",,0,,0,,D,47,4,1
U48Z1P,"Argentinská",50.103676,14.443435,"P",,0,,0,,A,48,1,1
U48Z2P,"Argentinská",50.102432,14.443085,"P",,0,,0,,B,48,2,1
U48Z3P,"Argentinská",50.103027,14.443674,"P",,0,,0,,C,48,3,1
U49Z1P,"Geologická",50.036499,14.387000,"P",,0,,0,,A,49,1,1
U49Z2P,"Geologická",50.036331,14.387162,"P",,0,,0,,B,49,2,1
U49Z3P,"Geologická",50.035862,14.387547,"P",,0,,0,,C,49,3,1
U49Z4P,"Geologická",50.036510,14.388430,"P",,0,,1,,D,49,4,1
U49Z5P,"Geologická",50.036255,14.389439,"P",,0,,1,,E,49,5,1
U49Z55P,"Geologická",50.037487,14.386629,"P",,0,,0,,55,49,55,1
U50Z1,"Budějovická",50.044762,14.447591,"0",,0,,0,,A,50,1,1
U50Z2P,"Budějovická",50.044842,14.447893,"P",,0,,0,,B,50,2,1
U50Z3P,"Budějovická",50.044437,14.447827,"P",,0,,0,,F,50,3,1
U50Z4,"Budějovická",50.044735,14.448335,"0",,0,,1,,C,50,4,1
U50Z5P,"Poliklinika Budějovická",50.043232,14.450030,"P",,0,,0,,P,50,5,1
U50Z6P,"Poliklinika Budějovická",50.043282,14.449800,"P",,0,,0,,L,50,6,1
U50Z7P,"Budějovická",50.045769,14.449316,"P",,0,,0,,I,50,7,1
U50Z7,"Budějovická",50.045769,14.449316,"0",,0,,0,,I,50,7,1
U50Z8P,"Budějovická",50.046230,14.447405,"P",,0,,0,,J,50,8,1
U50Z9,"Budějovická",50.044601,14.448105,"0",,0,,0,,D,50,9,1
U50Z11P,"Budějovická",50.045567,14.447865,"P",,0,,0,,K,50,11,1
U50Z15P,"Budějovická",50.044777,14.449234,"P",,0,,0,,H,50,15,1
U50Z101P,"Budějovická",50.044459,14.448829,"P",,0,U50S1,1,U50L2,1,50,101,1
U50Z102P,"Budějovická",50.044377,14.448700,"P",,0,U50S1,1,U50L2,2,50,102,1
U51Z1P,"Sportareál Satalice",50.123547,14.566884,"P",,0,,0,,A,51,1,1
U51Z1,"Sportareál Satalice",50.123547,14.566884,"B",,0,,0,,A,51,1,1
U51Z2P,"Sportareál Satalice",50.123249,14.566565,"P",,0,,0,,B,51,2,1
U51Z2,"Sportareál Satalice",50.123249,14.566565,"B",,0,,0,,B,51,2,1
U52Z2P,"Chodov",50.030766,14.491460,"P",,0,,0,,F,52,2,1
U52Z4P,"Chodov",50.030884,14.491751,"P",,0,,0,,B,52,4,1
U52Z5P,"Chodov",50.031082,14.491517,"P",,0,,0,,A,52,5,1
U52Z101P,"Chodov",50.031696,14.491090,"P",,0,U52S1,1,U52L2,1,52,101,1
U52Z102P,"Chodov",50.031611,14.490970,"P",,0,U52S1,1,U52L2,2,52,102,1
U53Z1P,"Budovec",50.133850,14.383867,"P",,0,,0,,A,53,1,1
U53Z2P,"Budovec",50.134701,14.383433,"P",,0,,0,,B,53,2,1
U54Z1P,"Bulovka",50.116058,14.468149,"P",,0,,1,,A,54,1,1
U54Z2P,"Bulovka",50.116543,14.467761,"P",,0,,1,,B,54,2,1
U54Z3P,"Bulovka",50.116627,14.467168,"P",,0,,0,,C,54,3,1
U54Z4P,"Bulovka",50.117592,14.468926,"P",,0,,0,,D,54,4,1
U54Z5P,"Bulovka",50.116039,14.467166,"P",,0,,0,,E,54,5,1
U55Z1P,"Šimůnkova",50.132652,14.470134,"P",,0,,0,,A,55,1,1
U55Z2P,"Šimůnkova",50.132618,14.470634,"P",,0,,0,,B,55,2,1
U55Z3P,"Šimůnkova",50.133533,14.470651,"P",,0,,0,,C,55,3,1
U56Z1P,"Kuliška",50.107750,14.364482,"P",,0,,0,,A,56,1,1
U56Z2P,"Kuliška",50.107635,14.364359,"P",,0,,0,,B,56,2,1
U57Z1P,"Cementárna Radotín",49.993820,14.342617,"P",,0,,0,,A,57,1,1
U57Z1,"Cementárna Radotín",49.993820,14.342617,"0",,0,,0,,A,57,1,1
U57Z2P,"Cementárna Radotín",49.994373,14.342505,"P",,0,,0,,B,57,2,1
U57Z2,"Cementárna Radotín",49.994373,14.342505,"0",,0,,0,,B,57,2,1
U58Z1P,"Nádraží Cibulka",50.065582,14.363000,"P",,0,,0,,A,58,1,1
U58Z2P,"Nádraží Cibulka",50.065483,14.363738,"P",,0,,0,,B,58,2,1
U59Z1P,"Cikánka",49.997482,14.322583,"P",,0,,0,,A,59,1,1
U59Z2P,"Cikánka",49.997417,14.322667,"P",,0,,0,,B,59,2,1
U60Z1P,"Cílkova",50.016449,14.443467,"P",,0,,0,,A,60,1,1
U60Z2P,"Cílkova",50.016552,14.443151,"P",,0,,0,,B,60,2,1
U61Z1P,"Ciolkovského",50.087997,14.307127,"P",,0,,1,,A,61,1,1
U61Z2P,"Ciolkovského",50.087879,14.306657,"P",,0,,1,,B,61,2,1
U62Z1P,"Cukrovar Modřany",49.998600,14.406422,"P",,0,,0,,A,62,1,1
U62Z2P,"Cukrovar Modřany",49.999527,14.406411,"P",,0,,0,,B,62,2,1
U63Z1P,"Cukrovar Čakovice",50.151550,14.519168,"P",,0,,0,,A,63,1,1
U63Z2P,"Cukrovar Čakovice",50.151669,14.518834,"P",,0,,0,,B,63,2,1
U64Z1P,"Čakovice",50.152237,14.530055,"P",,0,,0,,A,64,1,1
U64Z1,"Čakovice",50.152237,14.530055,"B",,0,,0,,A,64,1,1
U64Z1P_250714,"Čakovice",50.151806,14.528819,"P",,0,,0,,A,64,1,1
U64Z1_250714,"Čakovice",50.151806,14.528819,"B",,0,,0,,A,64,1,1
U64Z2P,"Čakovice",50.151485,14.530984,"P",,0,,0,,B,64,2,1
U64Z3P,"Čakovice",50.151283,14.531084,"P",,0,,0,,C,64,3,1
U64Z3,"Čakovice",50.151283,14.531084,"B",,0,,0,,C,64,3,1
U64Z4,"Čakovice",50.152283,14.529730,"B",,0,,0,,D,64,4,1
U64Z5P,"Čakovice",50.150772,14.531155,"P",,0,,0,,E,64,5,1
U64Z6P,"Čakovice",50.151176,14.530662,"P",,0,,0,,F,64,6,1
U65Z1P,"Čakovická",50.119019,14.518950,"P",,0,,0,,A,65,1,1
U65Z2P,"Čakovická",50.119133,14.518501,"P",,0,,0,,B,65,2,1
U66Z1P,"Čechova škola",50.117382,14.424298,"P",,0,,0,,A,66,1,1
U66Z2P,"Čechova škola",50.116985,14.422552,"P",,0,,0,,B,66,2,1
U67Z2P,"Čechovo náměstí",50.068066,14.459471,"P",,0,,1,,B,67,2,1
U67Z4P,"Čechovo náměstí",50.067863,14.458237,"P",,0,,1,,D,67,4,1
U67Z7P,"Čechovo náměstí",50.068172,14.459037,"P",,0,,1,,G,67,7,1
U68Z1P,"Čechův most",50.094048,14.416890,"P",,0,,1,,A,68,1,1
U68Z2P,"Čechův most",50.094063,14.417685,"P",,0,,1,,B,68,2,1
U69Z1P,"Černínova",50.088974,14.462293,"P",,0,,0,,A,69,1,1
U69Z2P,"Černínova",50.088955,14.461117,"P",,0,,0,,B,69,2,1
U70Z1P,"Nové Strašnice",50.077885,14.510651,"P",,0,,1,,A,70,1,1
U70Z2P,"Nové Strašnice",50.077820,14.511354,"P",,0,,1,,B,70,2,1
U70Z3P,"Nové Strašnice",50.078056,14.509385,"P",,0,,1,,C,70,3,1
U70Z4P,"Nové Strašnice",50.078148,14.509958,"P",,0,,1,,D,70,4,1
U70Z6P,"Nové Strašnice",50.077869,14.508816,"P",,0,,0,,F,70,6,1
U70Z7P,"Nové Strašnice",50.077744,14.510993,"P",,0,,0,,G,70,7,1
U71Z1P,"Černý kůň",50.023079,14.403732,"P",,0,,1,,A,71,1,1
U71Z2P,"Černý kůň",50.022785,14.403572,"P",,0,,1,,B,71,2,1
U71Z3P,"Černý kůň",50.022350,14.403733,"P",,0,,0,,C,71,3,1
U71Z4P,"Černý kůň",50.022442,14.404094,"P",,0,,0,,D,71,4,1
U71Z5P,"Černý kůň",50.022602,14.405139,"P",,0,,0,,E,71,5,1
U71Z6P,"Černý kůň",50.022709,14.404976,"P",,0,,0,,F,71,6,1
U72Z1P,"Lehovec",50.106884,14.547227,"P",,0,,1,,A,72,1,1
U72Z2P,"Lehovec",50.106815,14.547981,"P",,0,,1,,B,72,2,1
U72Z3P,"Lehovec",50.106865,14.547380,"P",,0,,1,,C,72,3,1
U72Z4P,"Lehovec",50.106964,14.547280,"P",,0,,0,,D,72,4,1
U72Z4,"Lehovec",50.106964,14.547280,"0",,0,,0,,D,72,4,1
U72Z5P,"Lehovec",50.107304,14.547967,"P",,0,,0,,E,72,5,1
U72Z5,"Lehovec",50.107304,14.547967,"0",,0,,0,,E,72,5,1
U72Z8P,"Lehovec",50.106632,14.547201,"P",,0,,0,,H,72,8,1
U72Z53P,"Lehovec",50.107304,14.546999,"P",,0,,0,,Z3,72,53,1
U72Z53,"Lehovec",50.107304,14.546999,"0",,0,,0,,Z3,72,53,1
U73Z1P,"Červený Vrch",50.096840,14.352972,"P",,0,,1,,A,73,1,1
U73Z2P,"Červený Vrch",50.096821,14.352312,"P",,0,,1,,B,73,2,1
U74Z1P,"Čimice",50.140717,14.430834,"P",,0,,0,,A,74,1,1
U74Z2P,"Čimice",50.140900,14.430484,"P",,0,,0,,B,74,2,1
U75Z1P,"Kolbenova",50.110622,14.515848,"P",,0,,1,,A,75,1,1
U75Z2P,"Kolbenova",50.110546,14.516171,"P",,0,,1,,B,75,2,1
U75Z101P,"Kolbenova",50.110462,14.516383,"P",,0,U75S1,1,U75L1,1,75,101,1
U75Z102P,"Kolbenova",50.110295,14.516402,"P",,0,U75S1,1,U75L1,2,75,102,1
U76Z1P,"Modřanská škola",50.009224,14.403053,"P",,0,,1,,A,76,1,1
U76Z2P,"Modřanská škola",50.008427,14.403114,"P",,0,,1,,B,76,2,1
U76Z3P,"Modřanská škola",50.009800,14.402950,"P",,0,,0,,C,76,3,1
U76Z4P,"Modřanská škola",50.008816,14.403467,"P",,0,,0,,D,76,4,1
U78Z1P,"Ládví",50.126484,14.470141,"P",,0,,1,,A,78,1,1
U78Z2P,"Ládví",50.126503,14.470993,"P",,0,,1,,B,78,2,1
U78Z3P,"Ládví",50.126629,14.470226,"P",,0,,0,,C,78,3,1
U78Z3,"Ládví",50.126629,14.470226,"0",,0,,0,,C,78,3,1
U78Z4P,"Ládví",50.126255,14.469769,"P",,0,,0,,D,78,4,1
U78Z5,"Ládví",50.126217,14.469287,"0",,0,,0,,E,78,5,1
U78Z6,"Ládví",50.126186,14.468816,"0",,0,,0,,F,78,6,1
U78Z101P,"Ládví",50.126587,14.469590,"P",,0,U78S1,1,U78L2,1,78,101,1
U78Z102P,"Ládví",50.126687,14.469566,"P",,0,U78S1,1,U78L2,2,78,102,1
U79Z1P,"Depo Kačerov",50.045677,14.470346,"P",,0,,0,,A,79,1,1
U79Z2P,"Depo Kačerov",50.045635,14.470684,"P",,0,,0,,B,79,2,1
U80Z1P,"Navigátorů",50.093491,14.304742,"P",,0,,0,,A,80,1,1
U80Z2P,"Navigátorů",50.093346,14.303849,"P",,0,,0,,B,80,2,1
U80Z3,"Navigátorů",50.093628,14.302942,"B",,0,,0,,C,80,3,1
U80Z4,"Navigátorů",50.093269,14.305032,"B",,0,,0,,D,80,4,1
U81Z1P,"Dělnická",50.103657,14.449817,"P",,0,,1,,A,81,1,1
U81Z2P,"Dělnická",50.102634,14.450039,"P",,0,,1,,B,81,2,1
U81Z3P,"Tusarova",50.100777,14.450017,"P",,0,,1,,C,81,3,1
U81Z54P,"Tusarova",50.100685,14.450326,"P",,0,,0,,Z4,81,54,1
U82Z1P,"Bílenecké náměstí",50.149639,14.442481,"P",,0,,0,,A,82,1,1
U82Z2P,"Bílenecké náměstí",50.149490,14.442700,"P",,0,,0,,B,82,2,1
U83Z1P,"Divadlo Na Fidlovačce",50.064831,14.436284,"P",,0,,1,,A,83,1,1
U83Z2P,"Divadlo Na Fidlovačce",50.064648,14.437134,"P",,0,,1,,B,83,2,1
U84Z1P,"Dívčí hrady",50.055851,14.399151,"P",,0,,0,,A,84,1,1
U84Z2P,"Dívčí hrady",50.055664,14.398632,"P",,0,,0,,B,84,2,1
U84Z3P,"Dívčí hrady",50.056110,14.397744,"P",,0,,0,,C,84,3,1
U85Z1P,"Divoká Šárka",50.092602,14.323610,"P",,0,,1,,A,85,1,1
U85Z1,"Divoká Šárka",50.092602,14.323610,"B",,0,,1,,A,85,1,1
U85Z2P,"Divoká Šárka",50.092724,14.322720,"P",,0,,1,,B,85,2,1
U85Z3P,"Divoká Šárka",50.092728,14.325679,"P",,0,,1,,C,85,3,1
U85Z4P,"Divoká Šárka",50.092915,14.325331,"P",,0,,1,,D,85,4,1
U85Z6P,"Divoká Šárka",50.091599,14.324479,"P",,0,,0,,F,85,6,1
U85Z9,"Divoká Šárka",50.092724,14.326629,"B",,0,,0,,I,85,9,1
U87Z1P,"Dlouhá třída",50.091671,14.427540,"P",,0,,1,,A,87,1,1
U87Z2P,"Dlouhá třída",50.090538,14.427900,"P",,0,,2,,B,87,2,1
U88Z1P,"Dobeška",50.042149,14.416317,"P",,0,,0,,A,88,1,1
U88Z2P,"Dobeška",50.041508,14.415685,"P",,0,,0,,B,88,2,1
U89Z1P,"Dobratická",50.130318,14.508651,"P",,0,,0,,A,89,1,1
U89Z1,"Dobratická",50.130318,14.508651,"0",,0,,0,,A,89,1,1
U89Z2P,"Dobratická",50.130367,14.508384,"P",,0,,0,,B,89,2,1
U89Z2,"Dobratická",50.130367,14.508384,"0",,0,,0,,B,89,2,1
U90Z1P,"Dobročovická",50.073410,14.505107,"P",,0,,0,,A,90,1,1
U90Z2P,"Dobročovická",50.073257,14.504728,"P",,0,,0,,B,90,2,1
U91Z1P,"Dobronická",50.010983,14.471467,"P",,0,,0,,A,91,1,1
U91Z2P,"Dobronická",50.011051,14.472450,"P",,0,,0,,B,91,2,1
U92Z1P,"Prunéřovská",50.143932,14.450984,"P",,0,,0,,A,92,1,1
U92Z1,"Prunéřovská",50.143932,14.450984,"B",,0,,0,,A,92,1,1
U92Z2P,"Prunéřovská",50.143803,14.450750,"P",,0,,0,,B,92,2,1
U92Z2,"Prunéřovská",50.143803,14.450750,"B",,0,,0,,B,92,2,1
U93Z1P,"Dolní Chabry",50.151035,14.437567,"P",,0,,0,,A,93,1,1
U93Z2P,"Dolní Chabry",50.151016,14.437817,"P",,0,,0,,B,93,2,1
U94Z1P,"Osecká",50.146484,14.449018,"P",,0,,0,,A,94,1,1
U94Z3P,"Osecká",50.146183,14.448068,"P",,0,,0,,C,94,3,1
U96Z1P,"Dolnoměcholupská",50.060600,14.556726,"P",,0,,0,,A,96,1,1
U96Z1,"Dolnoměcholupská",50.060600,14.556726,"0",,0,,0,,A,96,1,1
U96Z2P,"Dolnoměcholupská",50.059521,14.558767,"P",,0,,0,,B,96,2,1
U96Z2,"Dolnoměcholupská",50.059521,14.558767,"0",,0,,0,,B,96,2,1
U96Z3P,"U Střediska",50.058750,14.558234,"P",,0,,0,,C,96,3,1
U96Z3,"U Střediska",50.058750,14.558234,"0",,0,,0,,C,96,3,1
U96Z4P,"U Střediska",50.058575,14.557262,"P",,0,,0,,D,96,4,1
U96Z4,"U Střediska",50.058575,14.557262,"0",,0,,0,,D,96,4,1
U97Z1P,"Dolní Počernice",50.084984,14.577201,"P",,0,,0,,A,97,1,1
U97Z2P,"Dolní Počernice",50.085083,14.577401,"P",,0,,0,,B,97,2,1
U97Z3P,"Dolní Počernice",50.085648,14.576260,"P",,0,,0,,C,97,3,1
U98Z1P,"Doliny",50.057423,14.425444,"P",,0,,0,,A,98,1,1
U98Z2P,"Doliny",50.057499,14.423450,"P",,0,,0,,B,98,2,1
U99Z1P,"Donovalská",50.037399,14.508884,"P",,0,,0,,A,99,1,1
U99Z2P,"Donovalská",50.036484,14.508551,"P",,0,,0,,B,99,2,1
U100Z1P,"Vltavská",50.099228,14.438122,"P",,0,,1,,A,100,1,1
U100Z2P,"Vltavská",50.098812,14.438766,"P",,0,,1,,B,100,2,1
U100Z3P,"Vltavská",50.098469,14.437243,"P",,0,,1,,C,100,3,1
U100Z4P,"Vltavská",50.099022,14.437513,"P",,0,,1,,D,100,4,1
U100Z5P,"Vltavská",50.098110,14.438810,"P",,0,,0,,E,100,5,1
U100Z6P,"Vltavská",50.098335,14.438747,"P",,0,,0,,F,100,6,1
U100Z11P,"Bubenská",50.098103,14.436589,"P",,0,,0,,K,100,11,1
U100Z101P,"Vltavská",50.100229,14.438596,"P",,0,U100S1,1,U100L2,1,100,101,1
U100Z102P,"Vltavská",50.100227,14.438395,"P",,0,U100S1,1,U100L2,2,100,102,1
U102Z1P,"Dostihová",50.012527,14.393909,"P",,0,,0,,A,102,1,1
U102Z1,"Dostihová",50.012527,14.393909,"0",,0,,0,,A,102,1,1
U102Z2P,"Dostihová",50.012951,14.394329,"P",,0,,0,,B,102,2,1
U102Z2,"Dostihová",50.012951,14.394329,"0",,0,,0,,B,102,2,1
U102Z11P,"Dostihová",50.012375,14.396682,"P",,0,,1,,K,102,11,1
U103Z1P,"Drinopol",50.083908,14.370667,"P",,0,,1,,A,103,1,1
U103Z2P,"Drinopol",50.083969,14.371602,"P",,0,,1,,B,103,2,1
U104Z1P,"Jiviny",50.077778,14.304969,"P",,0,,0,,A,104,1,1
U104Z2P,"Jiviny",50.077656,14.304366,"P",,0,,0,,B,104,2,1
U104Z4,"Jiviny",50.076813,14.302446,"B",,0,,0,,D,104,4,1
